,Rating,Title,Review,Review_Date
2920,4.0,All is well,Good,Reviewed in India 🇮🇳 on 28 June 2022
2921,4.0,Not bad😔,,Reviewed in India 🇮🇳 on 26 June 2022
2922,4.0,About phone,"Nice fone,",Reviewed in India 🇮🇳 on 26 June 2022
2923,4.0,Good one,Good one,Reviewed in India 🇮🇳 on 27 June 2022
2924,5.0,Awesome phone,Good battery life and great camera,Reviewed in India 🇮🇳 on 26 September 2022
2925,3.0,Below average,"Not so upto the mark given the price range, camera is just okay, slow on watching experience and scrolling socials,",Reviewed in India 🇮🇳 on 11 August 2022
2926,4.0,Camera quality is not Good,,Reviewed in India 🇮🇳 on 26 June 2022
2927,4.0,Phone looks is beautiful,Phone has good looks. Performance is nice. Missing sterio speaker at this price.,Reviewed in India 🇮🇳 on 9 June 2022
2928,4.0,Ok,Good,Reviewed in India 🇮🇳 on 27 June 2022
2929,4.0,Good one,This is good product from OnePlus brand. Go for it . Smooth as butter,Reviewed in India 🇮🇳 on 14 June 2022
2930,5.0,Overall it's really good smartphone,"Good features, so fare it's been a month... And haven't faced any issue... Happy with it ☺️",Reviewed in India 🇮🇳 on 6 September 2022
2931,3.0,Internet speed is very low,Internet speed is very low in this mobile,Reviewed in India 🇮🇳 on 18 August 2022
2932,5.0,"An amazing phone. Great camera, and amazing charger, takes just 30 minutes for full charge",Great battery life and amazingly fast charging.,Reviewed in India 🇮🇳 on 15 September 2022
2933,5.0,Good budget smartphone,"The media could not be loaded.
                



 Overall it is a good package in a good price range",Reviewed in India 🇮🇳 on 27 September 2022
2934,4.0,No heating issue,I am in love with this phone. The battery life is just too good. Gets charged so quickly ..... In about 15 minutes and goes on for almost 2 days. Camera is also good. I have switched from iphone and I am very happy with the battery specifically.,Reviewed in India 🇮🇳 on 23 April 2022
2935,5.0,"Efficient, worthy!!","won't say it's pricey, definitely not that cheap either. this phone is very dear to me, for my day to day usage it fits into me like a ribbon on a gift. sweet performance and the battery and charging is legit the way i wanted. damn, a packed monster with ultra fast charging as a cherry on top definitely wins the tag that it holds. although android 12 didn't roll on this device yet but so for, this one just performs oneplus!!!definitely won't feel oppo if you guys are thinking it as otherwise but kind of does just a slight percent, definitely not more than 1, not gonna lie but in the end it is oneplus. truly. one fine produced phone in the market and glad that i chose this over the nord 2, had my heart over there too albeit wouldn't know about it.love this phone!!! everything is great, so far!",Reviewed in India 🇮🇳 on 18 April 2022
2936,4.0,Good,"The media could not be loaded.
                



 Quite good",Reviewed in India 🇮🇳 on 27 June 2022
2937,4.0,"GOOD BATTERY BACKUP, GOOD CAMERA , SATISFIED, but FINGERPRINT SENSOR IS LAGGING BEHIND","Mobile is good with the given budget, Quick charging, But finger print sensor is bit slower than expected.and when I connected to the Bluetooth device(Beats), I felt that sound quality is bit low.expect this every thing is fine for this budget",Reviewed in India 🇮🇳 on 6 May 2022
2938,4.0,Setisfy,Setisfy,Reviewed in India 🇮🇳 on 26 June 2022
2939,5.0,Excellent product,Na,Reviewed in India 🇮🇳 on 19 September 2022
2940,3.0,Good Product in medium budget,Like Fast Charging; Display claritydislike finger print sensor take time to identify; frequent mobile call network drop I noticed while using this phone; camera quality is good. Till now product is good. Purchased on 10th July,30 July 2022
2941,4.0,The exchange offer was excellent,In this segment it is top rated. You cannot get a better one at this cost.,11 June 2022
2942,2.0,Camera/Build quality/Sound Quality,"Camera quality is very cheap and poor. don't waste your money. In this price range you can get so many phone. My old phone camera was superb quality even which is under 10k only.Poor build quality-first day got scratches in back side due to back cover, So many brands provide very good build quality phone under 15k.Sound quality also not good.Totally I waste 22.5k after purchasing this phone.Guys don't waste your money one plus Nord series phone very poor and cheap quality.",25 October 2022
2943,4.0,Stunning color,Super phone,4 July 2022
2944,3.0,Oversensitive,"The phone tends to go on hold while the call is in process , any movement from the earpiece while speaking will put the call on hold.",6 August 2022
2945,4.0,Good,Camera quality is not as expected,27 June 2022
2946,3.0,Not worth the money,Battery is lasting  less than 1 day. Fast charging is goodCamera is good.,11 August 2022
2947,3.0,Battery not good. Over all reating averages,6.5/10,23 August 2022
2948,3.0,okk,display quality not good front camera not good,18 August 2022
2949,3.0,Phone is good but camera quality is not good at alld at,If u wanna buy this phone for normal uses it is good but the camera quality of phone is not good at all,8 August 2022
2950,5.0,One plus asusual,"It's one plus and asusual it's great with the budget smartphone, it's really good for people like me.",7 September 2022
2951,5.0,Best phone in medium range,Ek no.. Phone,18 September 2022
2952,4.0,Good phone,In starting it was getting fully charged within 30 min but now it takes around 40-45min.Camera quality is all good.but in fb app whenever I play videos it often plays music in background after minimising too.oly single bug till the day.Pros-Its lighter than 9R.,26 April 2022
2953,5.0,It's ok ok product,Ok,17 September 2022
2954,4.0,Nice phone,"The media could not be loaded.
                



 Nice grey colour glossy finish",19 June 2022
2955,4.0,Honest review after 5 days ..,Fingerprint sensor is responsive .Camera quality is 7.5/10 xpectations from 1+Display is smooth with 120HzNo heating issue as of nowFast charging and long lasting battery too ..Lasts greater than a full day after moderate usage...If u have to buy a phone for camera .. dont buy 1+nord ce 2 lite .. else its good in 18.5 k for 6gb/128gb,7 May 2022
2956,3.0,The battery got damaged within 1 year.,"Battery is dropping very fast it can't hold even 1 day ,I've to charge 2 time in a day ,I can't expected from one plus this kind of performance.",5 August 2022
2957,4.0,Not so great....,Not so great....as name,28 June 2022
2958,4.0,Quite good,It's normal. Charging speed is quite cool. Nothing like I am using OnePlus,12 June 2022
2959,5.0,Very nice product.,,19 September 2022
2960,4.0,1st week good impression,"Using it from 1 week now.Camera is good.Fingerprint reader is good.Batter life is good.Fast charger is quick.Sreen should be Amoled in this price range, which is missing.",15 May 2022
2961,5.0,Value for money,Good,21 September 2022
2962,4.0,1+,Good mobile.. good performance...but the speaker is not good as aspects..and camera also ...3.5 jack also not good sound in headphone...so 1+ look this problem..,1 June 2022
2963,4.0,Good but over priced,Good,27 June 2022
2964,5.0,Overall good phone in this budget I am happy,Finger print kabhi kabhi ek bar me unlock nahi hota h. Battery and camera is very good,6 September 2022
2965,4.0,Good product,Good product,25 June 2022
2966,5.0,Camera quality is excellent 👌👌,,17 September 2022
2967,4.0,"Performance - 200% , Battery - lasts for 10-14 hrs but fast charging is best, camera :- 60%","Performance is best , just disappointed with camera and battery. It's not that good",7 June 2022
2968,5.0,Good,Good,16 September 2022
2969,5.0,So far so good,"Battery limit is good 2days good back up for normal use, look wise amazing light weight a premium experience, camera quality personal not satisfied in low lights, overall nice product value for money.After 1month review I have given.",10 August 2022
2970,3.0,Worst Camara,"Camera depth not good, clarity poor ...",16 August 2022
2971,4.0,Nice product with all required features,I didn't like Gallary.. couldn't able to make passwords for different folders in gallery,7 June 2022
2972,4.0,Good,Good,23 June 2022
2973,3.0,Average,Disappointed  as a one plus brand,16 August 2022
2974,4.0,It’s great purchase,Very useful for day today use features,20 June 2022
2975,5.0,Super pordukat,Super helpful 👍,15 September 2022
2976,3.0,Phone is hanging some time,Phone is hanging some timeAuto,18 August 2022
2977,4.0,Good Mobile,Battery is drained out very quickly. Would serve 10-12 hours max. Rest features seems good especially the display quality.,4 June 2022
2978,4.0,Disappointment for Oneplus,"Model:One plus Nord CE 2 (grey) 6 GB , 128GBPrice:18000 after exchangeNot so smooth in operation. There is time lag unlike other flagship phones of same range. Moreover, the fingerprint reader is also lagging. Camera quality is good in daylight.Sometime, the phone get stuck for around 10 seconds.Best design and build quality.",13 April 2022
2979,4.0,Good,Excellent,25 June 2022
2980,5.0,Price worthy,Nice phone,Reviewed in India 🇮🇳 on 20 September 2022
2981,4.0,No issues,Exchange was quite easy. Product was well packed and delivered without any complaint. Mobile is nice. Sim not reading is one issue wd this handset,Reviewed in India 🇮🇳 on 31 May 2022
2982,5.0,Good phone,"All over good phone, and I m happy to buy this phone.",Reviewed in India 🇮🇳 on 10 September 2022
2983,4.0,Nice phone,Awesome,Reviewed in India 🇮🇳 on 24 June 2022
2984,4.0,Good,Nice,Reviewed in India 🇮🇳 on 25 June 2022
2985,5.0,Zindagi me itna kharab quality ka phone kabhi nei kharida tha plz dosto dont buy this phone,Very very very bad camera both front and back,Reviewed in India 🇮🇳 on 14 September 2022
2986,3.0,Better performance is low,"Mobile performance super but ,bettery performance low",Reviewed in India 🇮🇳 on 16 August 2022
2987,4.0,OnePlus base variant mobile,"Battery life one day coverd for use of medium level,but charging 65w fast charging it will take 35 to 40 min for chrage of 10%  to 100% , performance wise ok , while charging mobile temperature increase upto 43 to 44 dgree, camera is ok, phone call audio clearance and noise cancellation is perfect , contionus usage of internet battery going to dry quickly",Reviewed in India 🇮🇳 on 24 March 2022
2988,3.0,Mobile is good looking but hanging everytime within 10 days. Started hanging,Processing is slow and don't go with it try select above this model only. My suggestion to the buyers,Reviewed in India 🇮🇳 on 10 August 2022
2989,5.0,Best phone,Fingerprint goodBattery life about 1 dayCamera good,Reviewed in India 🇮🇳 on 12 September 2022
2990,4.0,Phone all ok but 12 version not available still waiting upadate 12 version kindly provide,12 version kindly provide ..my old phone 12 version available,Reviewed in India 🇮🇳 on 15 June 2022
2991,5.0,Very nice phone picture quality excellent,No defect at all I am using this phone from June 2022,Reviewed in India 🇮🇳 on 8 September 2022
2992,3.0,Good but not a perfect.,"The Android software seems to be working well. But the Hardware is of poor quality. When I took off the sim tray, the impressions are bad. The sim tray seems to be made from a local machine and of poor quality. Not expected from this manufacturer.  What else is there inside the mobile phone ? Not known to me. I hope company is listening. Plz refine your hardware. Google has provided Android, you do your part as good.",Reviewed in India 🇮🇳 on 27 July 2022
2993,5.0,perfect,"wonderful phone as expected! and great OnePlus experience in this budget, not so happy with camera as per expectations! if you want cool camera thn go for oppo or samsung but otherwise this phone gives wonderful experience like iphone, should improve camera, not that bad camera medium experience",Reviewed in India 🇮🇳 on 1 August 2022
2994,4.0,Oneplus is good,"The media could not be loaded.
                



 Good Phone.",Reviewed in India 🇮🇳 on 23 June 2022
2995,5.0,Good product,Good product,Reviewed in India 🇮🇳 on 16 September 2022
2996,4.0,RECORDING PROBLEM WHILE CALLING DIDIN'T SEE,LIKE BUT FUNCTION OF RECORDING DISLIKE,Reviewed in India 🇮🇳 on 16 June 2022
2997,5.0,One plus is the best,Purchased this using HDFC credit card and got the 3000 off for this phone. Overall have the great experience. Camera is good and having great clearity.,Reviewed in India 🇮🇳 on 24 August 2022
2998,4.0,Nice & affordable,Its nice and affordable phone,Reviewed in India 🇮🇳 on 20 June 2022
2999,4.0,Watch the video in hindi,The media could not be loaded.,Reviewed in India 🇮🇳 on 23 June 2022
3000,3.0,Fingerprint sensor non responsive,"Finger print sensor response is slow ,some times not working",18 August 2022
3001,4.0,Poor Camera in One plus range,Camera quality is ordinary. Overall 3.5/5,25 June 2022
3002,5.0,Love this,"Battery life is really good, camera is not up to mark, no hang problem",8 September 2022
3003,4.0,Okay,Okay,24 June 2022
3004,3.0,Lite version of OnePlus,"Camera quality is average. Network and sound quality is not good specially during WhatsApp or internet calls. Also, red cable charger is not of same quality as being provided with other OnePlus phones.This is just an average phone, which has no special features one thinks after listening OnePlus brand name.",17 July 2022
3005,4.0,Phone is good 👍 but camera quality is not as accepted from one plus,"Looks like premium phone,Fast charging is better than others,Finger print sensor quite better,Camera is average that is disappointed for me.",30 May 2022
3006,5.0,Cheap and Best mobile,Cost based it's low cost but mobile is excellent no lag and no heat,5 September 2022
3007,4.0,Bad thing is this phone is doesn't recorded save numbers...,Not recorded all numbers only record unsaved no.,14 June 2022
3008,5.0,It's best mobile,It's a great phone. Phone works smoothly. Speaker volume is little less but quality is good. Blue looks better than black.,4 September 2022
3009,4.0,Battery life should be more,Nice product,27 June 2022
3010,3.0,Not worth for 21K,Go for other options if u are spending 20K,Reviewed in India 🇮🇳 on 17 August 2022
3011,4.0,Very good working phone as of now,Vey good working  . I am fully satisfied withThe mobile .,Reviewed in India 🇮🇳 on 8 June 2022
3012,5.0,Very Good Performance,"I purchased one plus nord 2T and that has heating issue and I returned that and brought this handset , this is far better than Nord 2T in all the means, and I loved this handset",Reviewed in India 🇮🇳 on 16 August 2022
3013,3.0,Camera below Realme and Motorola,"Using this phone since 2 months.  Over priced . Realme , Motorola Kai phones and camera bhi iss sai better hai , camera is basic like 12-15 thousand mobile . Not worth it. Please don't buy for camera . Buy only when you want looks and one plus brand.",Reviewed in India 🇮🇳 on 16 July 2022
3014,4.0,Super,Yes i likely,Reviewed in India 🇮🇳 on 20 June 2022
3015,3.0,Battery backup too bad,First one month battery backup super after one month battery too worst too bad,Reviewed in India 🇮🇳 on 10 August 2022
3016,4.0,Good,Hi,Reviewed in India 🇮🇳 on 23 June 2022
3017,3.0,Bought One plus for the first time and was disappointed.,I bought One plus for the first time and was not satisfied. The battery backup of the phone is very poor. It was a waste of money. Even I am not getting a good exchange offer.,Reviewed in India 🇮🇳 on 25 July 2022
3018,5.0,Good smartphone,Camera quality is average. Battery life is good and fingerprint should be in screen.,Reviewed in India 🇮🇳 on 5 September 2022
3019,5.0,Battery,Very good,Reviewed in India 🇮🇳 on 17 September 2022
3020,3.0,Price a bit high for the quality,doesn't feel like a one plus. It would be better if price is kept a bit low. I feel 20k is too much for this phone.,Reviewed in India 🇮🇳 on 2 August 2022
3021,4.0,Good,This phone are good,Reviewed in India 🇮🇳 on 20 June 2022
3022,5.0,Wonderful mobile,Awesome purchase,Reviewed in India 🇮🇳 on 18 September 2022
3023,4.0,Awesome,Very nice device,Reviewed in India 🇮🇳 on 21 June 2022
3024,4.0,Best in the Budget OnePlus mobile,"It's very comfortable phone in budget OnePlus mobile. If u watching budget OnePlus mobile,  go and buy it 😊",Reviewed in India 🇮🇳 on 31 May 2022
3025,4.0,Good Phone,Camera thoda optimiz chahiyaBattery Thodi jyada chahiye thi,Reviewed in India 🇮🇳 on 12 June 2022
3026,4.0,Good,Good,Reviewed in India 🇮🇳 on 21 June 2022
3027,3.0,"In this price, it's okay only for brand name.","OnePlus phone are good in premium range only.Its hanged when used phone core applications like Phone dialer, calender etc.",Reviewed in India 🇮🇳 on 5 August 2022
3028,5.0,Paisa Wasool,"Nice at this price range ,",Reviewed in India 🇮🇳 on 14 September 2022
3029,5.0,Nice phone,"Easy to use. Good camera, touch is fine. Fast charging",Reviewed in India 🇮🇳 on 9 September 2022
3030,4.0,This phone was quite good,"Camera is dislike,bettry dislike,phone is very user friendly",Reviewed in India 🇮🇳 on 12 June 2022
3031,4.0,Thik hai average,The media could not be loaded.,Reviewed in India 🇮🇳 on 21 June 2022
3032,5.0,Good one,Working good,Reviewed in India 🇮🇳 on 17 September 2022
3033,4.0,Some time Hangs,Mobile is very handy and less weight.But mobile is hanging ..Nord series mobiles are not up to the mark,Reviewed in India 🇮🇳 on 30 May 2022
3034,5.0,Best phone in reasonable cost under 20k.,"Good fingerprint reader, I give 8 out of 10.Good battery life, I give 10 out of 10.Good camera quality and good lens best picture quality. I give 8 out of 10.Totally worth for money.",Reviewed in India 🇮🇳 on 7 August 2022
3035,5.0,"Speaker Sound a bit low, overall ok","Found speaker sound a bit low.Otherwise phone is ok. Good camera, battery life, speed.",Reviewed in India 🇮🇳 on 5 September 2022
3036,5.0,Bast product,Working is good,Reviewed in India 🇮🇳 on 19 September 2022
3037,4.0,Good one,,Reviewed in India 🇮🇳 on 21 June 2022
3038,4.0,It's a nice phone.,"It's been more than a week, I have bought this phone, battery life, camera is good. I faced issue while installing Google pay on phone due to flash message issue during verification, but I switched to an alternative payment app.Overall it's a good product.",Reviewed in India 🇮🇳 on 19 April 2022
3039,4.0,Budget phone,Fingerprint reader area is too much small,Reviewed in India 🇮🇳 on 16 June 2022
3040,4.0,Good phone,After 3 month of usage phone is working well in battery backup as well as day to day routine task.,Reviewed in India 🇮🇳 on 31 May 2022
3041,5.0,Wowww!!,Best budget phone,Reviewed in India 🇮🇳 on 16 September 2022
3042,4.0,Super,Like to mobile one plus,Reviewed in India 🇮🇳 on 14 June 2022
3043,4.0,Amazing,Jhakash,Reviewed in India 🇮🇳 on 21 June 2022
3044,5.0,The Price,Value for Money into 100000,Reviewed in India 🇮🇳 on 12 September 2022
3045,5.0,One Plus Always at its best,"Using for last 3 days. I have been one plus customer before and Back to again my old brand. It is always best in market and managing the brand name with quality, performance..Worthy in this price range",Reviewed in India 🇮🇳 on 9 August 2022
3046,5.0,love it,all the functions in this device. with all the facilities the a phone have you can enjoy the features,Reviewed in India 🇮🇳 on 4 September 2022
3047,4.0,Good product,Good product overall,Reviewed in India 🇮🇳 on 19 June 2022
3048,5.0,Very efficient product in this price range,For more details you can check am2pmtech YouTube channel. Full detailed description is there.,Reviewed in India 🇮🇳 on 4 September 2022
3049,5.0,"no hang, long battery life, very fast , can purchase without hesitation",all are very good,Reviewed in India 🇮🇳 on 13 September 2022
3050,5.0,Wow,Wow,17 September 2022
3051,4.0,Osm,Nice,25 June 2022
3052,5.0,Looks,Looks,17 September 2022
3053,4.0,No nonsense performance phone with good connectivity,Performance Exceptional no lags..Fast charge.Camera and battery backup could have been better at this price range,1 June 2022
3054,5.0,Nice product,Nice product,16 September 2022
3055,4.0,Nothing,Good,21 June 2022
3056,5.0,Best budget phone with premium feel,Best phone for people on the go and need access to advanced features that enable connectivity in a mid range budget.Epic for students with basic usage.,18 August 2022
3057,5.0,Best Product,A most successful product from One+ in recent periods.,11 September 2022
3058,4.0,OPNCE2Lite,"Good enough for this range of price.. finger print sensor response bit slow, battery getting heat during first charging, battery backup quite happy. Overall it's not a bad deal. I'm bit happy with it!",6 May 2022
3059,4.0,Good,Good,23 June 2022
3060,4.0,"Indeed liked this product. As per my requirement, it is perfect product for me.",Liked it and I am really impressed. It is perfect for my daily use. Screen quality and battery is very good.,28 May 2022
3061,4.0,worth to buy at this price range,"MediaTek Dimensity 900 works ok and sometime faces little bit hanging issueCall of duty works smoothly with medium graphics settingFingerprint works very wellDevice have many 5g band supportRear camera quality is ok and selfy camera is goodBattery life is goodFast charger takes aprrox 35-40min to chargeBuild quality is good and also good lookingOxygenOS based on Android 11, no bloatware and clean UI",6 March 2022
3062,5.0,Worthy buy,Nice affordable phone with latest features .... Especially anazing camera quality,4 September 2022
3063,5.0,Nice,Very good,14 September 2022
3064,4.0,Amazing phone,"Fast charging is amazing,camera is good",12 June 2022
3065,5.0,Good speed parformance,I am used last 5 year good experience for one one plus,8 September 2022
3066,3.0,Phone is good,"The media could not be loaded.
                



 I like double camra mode, and dis like camra quality, and  I use this phone for camra",11 August 2022
3067,5.0,Camera and good processor,I am satisfied this phone.. best for the  buy in 20000 budget,3 September 2022
3068,4.0,Good,Good,21 June 2022
3069,5.0,Amazing products,Amazing products,16 September 2022
3070,4.0,Nice phone,Very good 👍,18 June 2022
3071,5.0,Very good product,Finger print rea der is good..not very good but battery is very good,4 September 2022
3072,3.0,App installation issue,"So far, all is good. But some applications are not working in this phone. And irony is, even Instagram was working till 2days back. Now, that is also not working. There are so many things which are not there in OnePlus as compared to Samsung. However, I would suggest everyone to go for Some other brand.",10 July 2022
3073,5.0,Fast process,"Processor is s fast, mobile cover & screen cover very low quality.",5 September 2022
3074,5.0,Budget phone under 20k,"If you are looking for under 20k with good features specially 5G, you can go for it.",1 September 2022
3075,4.0,Battery backup kam hai,Mobile to accha haiPar battery backup kam hPure din me do bar charge karna padta h,30 May 2022
3076,2.0,Camera quality is not clear.,Mostly good phone but when we using camera it not clear as the brand one plus is mostly a well knowing bran for its camera quality. I m very much disappointed for its camera quality. I asked for the refund but they did not do this till date.,28 October 2022
3077,5.0,Very nice phone good quality camera good quality battery backup finger print reader hight quality,Video quality osms,14 September 2022
3078,4.0,Heating issue if you playing YouTube or do any task phone gets heating,Heating issue if you playing YouTube or do any task phone gets heating,3 June 2022
3079,3.0,Literally I m not happy this phone.,Battery backup is to short .Finger print is not good.Phone heating problem.Notification indicater is not available.Face lock is to slow.Phone charging is to slow 33W.charger,27 July 2022
3080,4.0,Good but can be better,After 1 week of usage .. I am happy with the purchase .. battery camera calling and touch .. all good .. for basic usage and surfing . Some jitters while using the messaging app .With hestation I brought this .. but I am happy now,13 April 2022
3081,4.0,Nice one,Good product!,19 June 2022
3082,5.0,Best quality mobile,Very good,13 September 2022
3083,5.0,Nice,Nice,16 September 2022
3084,4.0,One plus gives low budget phone with low level camera lenses and other some compromised components,Inbuilt radio not seen along with lack of stereo sound speakers and low level camera lense quality used for night photography. Needs to improve it in future updates. Days photos are good one. Battery is good one. I like it.,23 April 2022
3085,4.0,Good for middle class people.. Battery backup is good and also performance very good,Last 24 hrs i have used this phone..writing the review from my end. Good performance and good battery backup.Neee to improve camere quality this phone..Aprat from that it is good phone.,7 May 2022
3086,5.0,Good Product,Like: Camera quality is great. Recharge is fast. All features are in general great.Dislike: Battery discharges quickly when connected to internet.,27 August 2022
3087,5.0,Good,Good,16 September 2022
3088,5.0,Camera mast h,Awesome camera,15 September 2022
3089,4.0,Adopter wire quality is poor,The adopter's cable is not working after two weeks of the purchase.,8 June 2022
3090,3.0,But not a amoled display  only ambient display,80℅,21 August 2022
3091,5.0,Exlnt phn and best for performance,Battery performance is best and finger reader and camera quality is best,5 September 2022
3092,5.0,Best for normal use.,I will not give detailed review about technical specifications...If you are normal user and looking for a mid range mobile then you can bilndly go for this.,19 August 2022
3093,4.0,Waste money,Naam aur Paise ke hisab se iska battery backup aur camera quality sahi nhi hai,31 May 2022
3094,5.0,Best phone in this range.,The media could not be loaded.,2 October 2022
3095,5.0,working fine,good,15 September 2022
3096,4.0,Overall phone is good but camera quality can be improved,Overall phone is good but camera quality can be improved,8 June 2022
3097,5.0,Good product by One plus,Affordable price for mid range phoneMobile is very smooth and fast good competitor to SamsungCamera clarity is goodBattery is excellentAmoled display compare to Samsung it's averageGesture is goodTouch sensitive is awesomeWorth buying for 23 k,1 August 2022
3098,4.0,Nice premium looking mobile,Mobile is good easy to use with single hand and the best part is the 3.5mm headphone Jack slot included,3 June 2022
3099,4.0,Expected more but disappointed,"Good experience,camera quality would be better,fast changing ok but getting more heated.Over all just okay.",31 May 2022
3100,5.0,"Nice phone, battery life also good & nice camera",,Reviewed in India 🇮🇳 on 16 September 2022
3101,5.0,Good Product,Unmatched features in this price with long lasting quality,Reviewed in India 🇮🇳 on 18 September 2022
3102,5.0,Always ok,Nice,Reviewed in India 🇮🇳 on 15 September 2022
3103,5.0,Best Quality product,,Reviewed in India 🇮🇳 on 14 September 2022
3104,4.0,But the heating issue,,Reviewed in India 🇮🇳 on 17 June 2022
3105,3.0,Average,Average,Reviewed in India 🇮🇳 on 21 August 2022
3106,5.0,Best product,Beat product at this range,Reviewed in India 🇮🇳 on 13 September 2022
3107,5.0,বেস্ট ফোন,"নাইস লুকিং, সুপার ফাস্ট পারফরমেন্স",Reviewed in India 🇮🇳 on 14 September 2022
3108,4.0,Mobile is good but just improve camera and battery,Mobile is good but just improve cameraquality and  battery because bafter 1 or 2 month battery services is to weak,Reviewed in India 🇮🇳 on 27 May 2022
3109,5.0,Superb,Everything in this is soo good too many features are available and battery life and  camera is also superb 💛👍,Reviewed in India 🇮🇳 on 25 August 2022
3110,4.0,Battery problem,Heating problem & battery problem,Reviewed in India 🇮🇳 on 13 June 2022
3111,4.0,Thik thak,Average type phone in this price range,Reviewed in India 🇮🇳 on 11 June 2022
3112,3.0,Sahi sahi hai jiyada aacha nahi hai dekhane me hi aacha hai bas,"The media could not be loaded.
                



 Sahi sahi hai jiyada aacha nahi hai dekhane me aacha hai bas",Reviewed in India 🇮🇳 on 20 August 2022
3113,5.0,Very nice product,Nice product,Reviewed in India 🇮🇳 on 14 September 2022
3114,4.0,Good Product,Economy good product,Reviewed in India 🇮🇳 on 22 June 2022
3115,5.0,Very good phone.,Camera quality is good and also battery backup,Reviewed in India 🇮🇳 on 10 September 2022
3116,5.0,Great phone in budget,"Camera quality, processing, looks and user interface is great in this price",Reviewed in India 🇮🇳 on 4 September 2022
3117,3.0,Phone hardware as well as software experience is average,I disliked standard of software,Reviewed in India 🇮🇳 on 17 August 2022
3118,2.0,Very bad battery backup,"According to the mobile price I think it is not value for money product. In this price range there should be more improvement. Battery backup is very bad.Camera quality is average.Not for game.Apart from these, mobile is light-weighted.",Reviewed in India 🇮🇳 on 26 October 2022
3119,5.0,Excellent purchase,ExcellentSo smooth and strong !!,Reviewed in India 🇮🇳 on 14 September 2022
3120,4.0,Value for money,"Overall Good, canara performance avarage as compared with any onePlus mobiles",8 June 2022
3121,5.0,Good,"It has good camera quality, Has great battery life, Fingerprint sensor is working, Screen quality is good. Highly Reccomended",27 August 2022
3122,4.0,"Performance worth its price, best in its category","Good buy, after 3 months use it offers optimum performance with respect to its price",29 May 2022
3123,4.0,Good,Good,17 June 2022
3124,4.0,Good phone with less budget,"After using for one week, this is my reviewCamera 3.5/5Performance 4/5Sound 3.5/5Weight 3.5/5Display 4/5Battery 4/5Features and OS 4/5Touch 4/5Finger print 4/5Value and worth 4/5Sleek and slim 4/5Speed 3.75/5With in the one plus range phones this is good and can't say the best ..however it will suffice all the required things what ever we require in a moderate phone usage. Thank you",14 May 2022
3125,4.0,Simply Awesome,"I bought this phone one month ago and it is absolutely awesome phone in budget. I would highly recommend to use instead of oppo, redmi or Vivo.",21 May 2022
3126,5.0,Now OnePlus in budget.overall good product.,OnePlus in just 19000Satisfied from this product.,9 September 2022
3127,5.0,Osm mobile OnePlus ce2,Fingerprint it's fast working camera quality good 👍🏻 better good 👍🏻😊,7 September 2022
3128,5.0,Good,"Good in all manner like speed, battery and camera",9 September 2022
3129,5.0,good,like this product,13 September 2022
3130,3.0,good,no,Reviewed in India 🇮🇳 on 20 August 2022
3131,5.0,Qality,Very good phone.,Reviewed in India 🇮🇳 on 13 September 2022
3132,4.0,Battery backup is low,This is not one plus this is OPPO .. DON'T expect this one as one plus .,Reviewed in India 🇮🇳 on 31 May 2022
3133,5.0,Phone is nice and value for money.,Phone is nice and value for money.But worst service by Amazon. I have received this order in almost a month even being a prime user.,Reviewed in India 🇮🇳 on 22 August 2022
3134,5.0,Classic product,All good,Reviewed in India 🇮🇳 on 14 September 2022
3135,3.0,Sound Problem,Sound Problem,Reviewed in India 🇮🇳 on 18 August 2022
3136,4.0,Good phone,"For the first time I buying Phones above 20k and on that basis I am writing this and also I am using this phone for a week, slim easy to carry, all of the features are great and the best part is the charger too fast. Thanks Amazon for fast delivery.",Reviewed in India 🇮🇳 on 8 April 2022
3137,5.0,Very nice,Speed charging,Reviewed in India 🇮🇳 on 14 September 2022
3138,4.0,Well received thanks to Amazon,Good,Reviewed in India 🇮🇳 on 23 June 2022
3139,4.0,Superb phone. Bettery could have been better.,Battery back up could have been better,Reviewed in India 🇮🇳 on 9 June 2022
3140,3.0,Good,,17 August 2022
3141,3.0,Camera not fine,Nice mobile but cameras are not up to the mark,14 August 2022
3142,5.0,Fine,Very cool,14 September 2022
3143,5.0,Good,Good,15 September 2022
3144,5.0,Fantastic!!! Worth of every penny))),"Superb smart phone coz in this phone you are getting something more than hardware specification, and that is phone usage experience!!!If you are going to be first time user to oneplus phones... then you will definitely love it!Rating time!! 👇🏻Looks : 4.6/5Build quality : 4.4/5Hardware : 4.4/5Features : 4.7/5User interface : 4.8/5Display : 4.7/5Connectivity : 4.9/5Camera : 4.5/5Battery : 4.8/5Loudspeaker : 5/5Fingerprint sensor : 4.9/5Sim slot : 5/53.5 mm jack : yesLight weight and feel : 4.9/5Preinstalled Application management : 5/5IPX5 water resistant : yesIn box silicon back cover : 5/5Gaming performance : 4.5/5 ( no lags )Entertainment experience : 5/5Daily usage experience : 5/5Overall experience : 5/5Just one thing i don't like is that Google phone application, it gives an loud warning on recording call......But leaving this a side,  device is just a perfect one! For every person...",27 February 2022
